HMFOBAAN_00004	WP_242663016.1	36.7	60	37	1	30	88	104	163	4.0e-04	47.0
HMFOBAAN_00016	WP_172690973.1	27.3	227	149	2	17	228	31	256	1.1e-23	112.1
HMFOBAAN_00016	WP_023396792.1	26.7	247	160	6	1	229	3	246	3.2e-15	84.0
HMFOBAAN_00034	WP_023396788.1	28.3	240	163	4	2	233	5	243	4.6e-25	116.7
HMFOBAAN_00034	MCY3016520.1	26.9	216	148	2	13	227	46	252	3.6e-14	80.5
HMFOBAAN_00034	WP_172690973.1	22.5	213	141	5	18	212	31	237	6.6e-08	59.7
HMFOBAAN_00074	URE29166.1	36.5	85	49	3	24	104	103	186	2.3e-08	60.1
HMFOBAAN_00074	URE29164.1	39.7	68	38	2	24	89	103	169	3.8e-08	59.3
HMFOBAAN_00093	WP_061391012.1	59.5	301	119	2	1	299	11	310	9.3e-95	348.6
HMFOBAAN_00110	CYP67699.1	38.4	198	107	7	85	279	85	270	2.7e-25	117.9
HMFOBAAN_00118	KAF5985600.1	30.4	467	310	8	9	469	10	467	6.4e-58	226.9
HMFOBAAN_00125	XP_031031412.2	30.7	394	239	13	1	381	507	879	7.4e-33	143.3
HMFOBAAN_00148	WP_023396788.1	29.3	215	148	2	1	214	5	216	2.2e-24	115.5
HMFOBAAN_00148	WP_023396792.1	26.5	189	121	3	267	448	25	202	8.5e-13	77.0
HMFOBAAN_00148	WP_172690973.1	23.4	235	164	6	262	487	26	253	7.0e-07	57.4
HMFOBAAN_00148	NBX58489.1	29.2	154	82	4	16	164	40	171	2.2e-05	52.4
HMFOBAAN_00148	MCY3016520.1	24.4	209	139	5	12	219	46	236	2.2e-05	52.4
HMFOBAAN_00162	KAF8307339.1	27.2	202	142	3	2	202	25	222	1.5e-10	68.6
HMFOBAAN_00162	MCA9690690.1	25.7	191	126	3	4	187	12	193	3.6e-07	57.4
HMFOBAAN_00162	GAT21264.1	20.7	246	134	6	8	249	261	449	6.3e-04	46.6
HMFOBAAN_00180	WP_242663016.1	27.5	189	123	4	5	187	105	285	4.7e-10	66.6
HMFOBAAN_00195	KAG7059016.1	28.1	253	179	2	5	254	12	264	4.3e-24	113.6
HMFOBAAN_00195	EXF74210.1	27.4	248	172	3	5	250	4	245	2.4e-19	97.8
HMFOBAAN_00195	KXH35432.1	31.0	187	121	2	5	190	4	183	1.7e-17	91.7
HMFOBAAN_00195	KAG7077659.1	30.2	189	120	3	5	190	4	183	5.0e-17	90.1
HMFOBAAN_00195	KAI0142105.1	26.4	242	169	5	2	237	4	242	1.5e-16	88.6
HMFOBAAN_00195	KAI3554557.1	22.6	252	130	4	5	254	4	192	5.1e-09	63.5
HMFOBAAN_00195	VWO98263.1	24.3	169	123	2	5	170	6	172	4.3e-08	60.5
HMFOBAAN_00195	XP_049148158.1	26.9	104	69	1	5	108	4	100	2.0e-05	51.6
HMFOBAAN_00197	WJX22054.1	46.2	465	246	3	10	471	103	566	2.8e-106	387.5
HMFOBAAN_00197	WJX26351.1	46.2	465	246	3	10	471	107	570	2.8e-106	387.5
HMFOBAAN_00197	XP_050880839.1	45.4	465	250	3	10	471	98	561	3.1e-105	384.0
HMFOBAAN_00197	MCD7449645.1	46.8	464	243	3	11	471	121	583	1.2e-104	382.1
HMFOBAAN_00197	KAJ4847144.1	43.6	473	263	3	2	471	101	572	3.8e-103	377.1
HMFOBAAN_00197	MCD9644799.1	44.0	466	255	3	12	471	39	504	5.5e-102	373.2
HMFOBAAN_00197	MCD9644798.1	43.5	453	250	3	12	458	37	489	3.1e-97	357.5
HMFOBAAN_00197	MCD9644800.1	41.6	466	266	3	12	471	38	503	1.2e-96	355.5
HMFOBAAN_00198	WP_242663016.1	23.4	192	135	4	5	193	105	287	2.8e-04	47.4
HMFOBAAN_00199	KAI8288180.1	33.0	560	319	12	37	556	838	1381	2.9e-78	294.7
