NODE_1_length_23044_cov_16.654443_1	XP_024670717.1	35.2	273	163	5	6513	6773	248	518	1.4e-39	169.9
NODE_1_length_23044_cov_16.654443_1	PLN78285.1	35.2	273	163	5	6513	6773	255	525	4.2e-39	168.3
NODE_1_length_23044_cov_16.654443_1	KAI9370010.1	33.7	273	167	5	6513	6773	264	534	2.3e-37	162.5
NODE_1_length_23044_cov_16.654443_1	KAE8326811.1	33.3	273	168	5	6513	6773	272	542	2.3e-37	162.5
NODE_1_length_23044_cov_16.654443_1	KAB8267062.1	33.3	273	168	5	6513	6773	272	542	2.3e-37	162.5
NODE_1_length_23044_cov_16.654443_1	KAB8252043.1	33.3	273	168	5	6513	6773	272	542	2.3e-37	162.5
NODE_1_length_23044_cov_16.654443_1	KAB8202273.1	33.3	273	168	5	6513	6773	272	542	3.0e-37	162.2
NODE_1_length_23044_cov_16.654443_1	KAB8216011.1	33.3	273	168	5	6513	6773	272	542	3.9e-37	161.8
NODE_1_length_23044_cov_16.654443_1	KAJ6277050.1	36.3	270	158	6	6513	6770	271	538	6.7e-37	161.0
NODE_1_length_23044_cov_16.654443_1	XP_014073145.1	36.3	270	158	6	6513	6770	271	538	6.7e-37	161.0
NODE_1_length_23044_cov_16.654443_1	XP_018192447.1	35.2	270	156	7	6513	6770	274	536	3.3e-36	158.7
NODE_1_length_23044_cov_16.654443_1	KAF1997978.1	34.8	270	162	6	6513	6770	390	657	1.7e-35	156.4
NODE_1_length_23044_cov_16.654443_1	KAE8349415.1	33.8	275	163	6	6513	6775	260	527	6.3e-35	154.5
NODE_1_length_23044_cov_16.654443_1	KAJ0416668.1	32.1	312	192	8	6476	6773	198	503	1.1e-34	153.7
NODE_1_length_23044_cov_16.654443_1	XP_031935516.1	32.0	284	168	6	6513	6773	272	553	1.2e-33	150.2
NODE_1_length_23044_cov_16.654443_1	KAA0049019.1	31.9	260	165	6	6514	6769	534	785	2.6e-33	149.1
NODE_1_length_23044_cov_16.654443_1	XP_025554838.1	33.3	267	157	5	6513	6770	269	523	5.9e-33	147.9
NODE_1_length_23044_cov_16.654443_1	KAE8160595.1	32.6	270	162	6	6513	6773	272	530	1.1e-31	143.7
NODE_1_length_23044_cov_16.654443_1	KAF8247507.1	31.6	275	170	6	6512	6775	171	438	4.2e-31	141.7
NODE_1_length_23044_cov_16.654443_1	QRW05933.1	27.7	141	88	5	6581	6711	822	958	1.6e-06	60.1
NODE_26_length_5949_cov_929.058195_3	AVZ28842.1	65.4	257	88	1	221	476	1	257	2.8e-93	344.4
NODE_26_length_5949_cov_929.058195_3	AVZ28843.1	65.4	257	88	1	221	476	1	257	1.1e-92	342.4
NODE_26_length_5949_cov_929.058195_3	AVZ28846.1	65.4	257	88	1	221	476	1	257	1.8e-92	341.7
NODE_26_length_5949_cov_929.058195_3	AVZ28848.1	65.4	257	88	1	221	476	1	257	3.1e-92	340.9
NODE_28_length_5604_cov_8.402415_2	KAA6420232.1	36.6	407	158	7	9	323	552	950	4.8e-53	210.3
NODE_49_length_4040_cov_14.533501_2	VWO95437.1	32.1	514	271	15	299	772	57	532	1.6e-50	203.4
NODE_49_length_4040_cov_14.533501_2	KAI1825884.1	23.5	862	485	21	15	833	117	847	2.7e-45	186.0
NODE_49_length_4040_cov_14.533501_2	KAI1108449.1	23.0	908	469	24	15	848	122	873	4.6e-45	185.3
NODE_49_length_4040_cov_14.533501_2	KAJ9421175.1	32.3	316	197	8	512	822	426	729	1.3e-28	130.6
NODE_49_length_4040_cov_14.533501_2	WP_061391080.1	27.0	163	87	2	595	757	559	689	2.5e-11	73.2
NODE_49_length_4040_cov_14.533501_2	XP_043177605.1	22.1	321	208	12	93	392	439	738	3.5e-05	52.8
NODE_51_length_3904_cov_15.664848_1	KAF5675630.1	30.4	161	101	5	491	641	459	618	2.9e-08	62.4
NODE_105_length_2751_cov_11.590504_1	BBG97957.1	41.7	120	67	3	110	227	60	178	8.3e-11	70.9
NODE_108_length_2727_cov_48.520958_1	XP_055894485.1	32.5	689	382	11	5	679	106	725	3.0e-91	338.2
NODE_108_length_2727_cov_48.520958_1	KAI8761781.1	33.0	649	355	9	5	639	106	688	9.9e-87	323.2
NODE_108_length_2727_cov_48.520958_1	KAK0060614.1	32.1	639	330	10	5	629	106	654	3.6e-81	304.7
NODE_110_length_2710_cov_17.445198_2	PAV23449.1	32.4	139	93	1	42	180	32	169	6.0e-12	72.8
NODE_110_length_2710_cov_17.445198_2	XP_034946238.1	25.2	159	115	3	2	157	57	214	7.6e-07	55.8
NODE_129_length_2552_cov_20.447337_1	KAF3399406.1	25.4	213	126	7	186	384	921	1114	4.0e-07	58.5
NODE_129_length_2552_cov_20.447337_1	GAM37973.1	25.4	213	126	7	186	384	921	1114	4.0e-07	58.5
NODE_129_length_2552_cov_20.447337_1	TFK13044.1	23.6	195	109	2	101	255	58	252	5.7e-06	54.7
NODE_129_length_2552_cov_20.447337_1	XP_010759059.1	28.2	209	124	6	186	389	922	1109	7.5e-06	54.3
NODE_129_length_2552_cov_20.447337_1	XP_020109980.1	29.2	72	50	1	101	171	246	317	4.1e-04	48.5
NODE_129_length_2552_cov_20.447337_1	GBF62898.1	23.9	348	205	12	186	497	998	1321	4.1e-04	48.5
NODE_130_length_2549_cov_14.870088_1	VWO95437.1	40.8	566	309	8	299	844	15	574	9.5e-105	383.3
NODE_130_length_2549_cov_14.870088_1	KAI1825884.1	23.2	831	461	27	71	842	119	831	1.8e-34	149.8
NODE_130_length_2549_cov_14.870088_1	KAI1108449.1	23.5	839	457	28	71	842	124	844	5.7e-33	144.8
NODE_130_length_2549_cov_14.870088_1	KAJ9421175.1	27.5	386	244	10	463	847	374	724	8.8e-26	120.9
NODE_130_length_2549_cov_14.870088_1	WP_061391080.1	20.1	671	367	15	155	817	209	718	8.8e-18	94.4
NODE_130_length_2549_cov_14.870088_1	XP_043177605.1	21.3	277	183	5	150	403	439	703	1.5e-04	50.4
NODE_154_length_2402_cov_60.199830_1	BBG97957.1	40.2	117	63	3	100	212	65	178	1.4e-10	70.1
NODE_154_length_2402_cov_60.199830_1	XP_009789642.1	50.8	61	29	1	113	172	160	220	5.3e-05	51.6
NODE_157_length_2383_cov_5.789948_2	XP_042444444.1	37.5	72	44	1	17	87	452	523	1.1e-06	56.2
NODE_157_length_2383_cov_5.789948_2	XP_020272864.1	37.1	70	43	1	19	87	466	535	3.3e-06	54.7
NODE_157_length_2383_cov_5.789948_2	XP_020688309.1	39.3	61	37	0	17	77	428	488	5.7e-06	53.9
NODE_157_length_2383_cov_5.789948_2	CAE7946284.1	37.8	74	44	2	110	182	134	206	1.7e-05	52.4
NODE_157_length_2383_cov_5.789948_2	CAE7864987.1	37.8	74	44	2	110	182	55	127	1.7e-05	52.4
NODE_157_length_2383_cov_5.789948_2	XP_044491479.1	30.6	72	49	1	17	87	415	486	9.1e-04	46.6
NODE_171_length_2299_cov_2.649733_1	QQL12339.1	38.4	521	281	9	7	496	1	512	4.0e-90	334.3
NODE_185_length_2205_cov_7.006512_1	KVI10055.1	30.3	416	257	8	29	422	125	529	2.8e-47	191.4
NODE_194_length_2167_cov_23.896307_1	BBG97957.1	56.5	62	26	1	69	129	65	126	7.9e-11	70.9
NODE_194_length_2167_cov_23.896307_1	XP_009789642.1	51.6	62	29	1	81	141	159	220	2.9e-05	52.4
NODE_214_length_2092_cov_5.880216_1	VWO95437.1	30.4	585	333	20	57	594	23	580	1.7e-43	179.5
NODE_214_length_2092_cov_5.880216_1	WP_061391080.1	28.6	192	93	3	359	550	560	707	5.5e-10	68.2
NODE_214_length_2092_cov_5.880216_1	KAI1825884.1	30.6	108	74	1	59	165	387	494	2.6e-07	59.3
NODE_214_length_2092_cov_5.880216_1	KAI1108449.1	29.6	108	75	1	59	165	400	507	4.4e-07	58.5
