NODE_9_length_5501_cov_18.369629_2	KAI2659686.1	26.4	140	98	3	58	192	131	270	5.4e-08	59.7
NODE_10_length_5467_cov_38.298411_1	XP_026676267.1	88.2	85	10	0	313	397	391	475	1.3e-36	156.8
NODE_10_length_5467_cov_38.298411_1	PWA34465.1	56.8	74	32	0	320	393	134	207	1.3e-15	87.0
NODE_12_length_5297_cov_18563.279473_1	ABO20848.1	53.6	69	31	1	3	70	1	69	5.2e-12	71.6
NODE_15_length_5035_cov_124.546586_1	KAI0142105.1	27.7	177	117	3	27	194	4	178	5.8e-15	83.6
NODE_25_length_4397_cov_66.095117_1	KAI0142105.1	32.9	149	88	3	3	141	4	150	2.4e-11	71.2
NODE_25_length_4397_cov_66.095117_1	WP_051755307.1	29.3	191	110	7	2	178	7	186	2.7e-07	57.8
NODE_25_length_4397_cov_66.095117_1	WP_051740466.1	29.3	191	110	7	2	178	7	186	2.7e-07	57.8
NODE_25_length_4397_cov_66.095117_1	WP_266270914.1	28.8	191	111	7	2	178	6	185	2.7e-07	57.8
NODE_25_length_4397_cov_66.095117_1	WP_266312381.1	29.3	191	110	7	2	178	6	185	2.7e-07	57.8
NODE_25_length_4397_cov_66.095117_1	WP_159424926.1	29.3	191	110	7	2	178	4	183	3.5e-07	57.4
NODE_25_length_4397_cov_66.095117_1	WP_053650439.1	29.3	191	110	7	2	178	7	186	6.0e-07	56.6
NODE_25_length_4397_cov_66.095117_1	WP_052709224.1	29.3	191	110	7	2	178	7	186	6.0e-07	56.6
NODE_25_length_4397_cov_66.095117_1	NJP43449.1	28.6	206	120	8	2	192	7	200	2.3e-06	54.7
NODE_25_length_4397_cov_66.095117_1	KAJ7312967.1	31.0	155	80	8	6	138	8	157	3.9e-06	53.9
NODE_25_length_4397_cov_66.095117_1	MBV9452290.1	28.5	200	119	8	3	190	512	699	6.7e-06	53.1
NODE_25_length_4397_cov_66.095117_1	KAG6988954.1	23.7	177	99	4	2	163	350	505	1.5e-05	52.0
NODE_25_length_4397_cov_66.095117_1	MCA9690690.1	28.6	196	123	5	6	192	12	199	5.6e-05	50.1
NODE_37_length_4189_cov_30.358732_1	XP_025554838.1	24.9	293	175	12	84	356	267	534	1.0e-12	76.3
NODE_37_length_4189_cov_30.358732_1	UXI22237.1	29.6	206	130	6	93	286	398	600	5.6e-11	70.5
NODE_37_length_4189_cov_30.358732_1	CUA71539.1	31.0	145	88	5	96	234	313	451	4.8e-10	67.4
NODE_47_length_4057_cov_190.721139_4	KAH6723206.1	27.3	297	185	7	119	403	512	789	6.1e-21	104.0
NODE_47_length_4057_cov_190.721139_4	KAF5697021.1	29.7	209	127	6	65	260	567	768	6.1e-13	77.4
NODE_47_length_4057_cov_190.721139_4	WP_016828697.1	26.5	275	152	8	62	299	409	670	1.1e-11	73.2
NODE_47_length_4057_cov_190.721139_4	WP_109541221.1	26.5	275	152	8	62	299	409	670	1.1e-11	73.2
NODE_47_length_4057_cov_190.721139_4	WP_004994078.1	26.5	275	152	8	62	299	409	670	1.1e-11	73.2
NODE_47_length_4057_cov_190.721139_4	WP_189852564.1	26.5	275	152	8	62	299	409	670	1.1e-11	73.2
NODE_47_length_4057_cov_190.721139_4	WP_093804303.1	26.5	275	152	8	62	299	409	670	1.5e-11	72.8
NODE_47_length_4057_cov_190.721139_4	WP_073819508.1	26.2	275	153	8	62	299	409	670	2.0e-11	72.4
NODE_47_length_4057_cov_190.721139_4	MYV67054.1	26.2	275	153	8	62	299	409	670	5.7e-11	70.9
NODE_47_length_4057_cov_190.721139_4	WP_189835441.1	25.8	275	154	8	62	299	409	670	1.3e-10	69.7
NODE_47_length_4057_cov_190.721139_4	WP_267723330.1	27.5	265	130	8	62	271	408	665	2.2e-10	68.9
NODE_47_length_4057_cov_190.721139_4	WP_200428852.1	27.2	250	125	6	62	260	409	652	3.7e-10	68.2
NODE_47_length_4057_cov_190.721139_4	WP_241197463.1	26.1	264	135	7	62	271	408	665	8.2e-10	67.0
NODE_47_length_4057_cov_190.721139_4	WP_155074243.1	37.8	90	54	1	62	151	409	496	1.7e-07	59.3
NODE_50_length_3996_cov_19.243086_1	WP_063762307.1	41.1	265	142	6	36	296	458	712	3.4e-49	197.2
NODE_51_length_3994_cov_19.747906_2	XP_018192447.1	27.4	307	195	8	54	342	238	534	4.9e-21	104.0
NODE_51_length_3994_cov_19.747906_2	KAF8247507.1	31.9	279	169	9	95	361	179	448	1.9e-20	102.1
NODE_51_length_3994_cov_19.747906_2	XP_031935516.1	26.9	309	195	8	62	342	243	548	2.4e-20	101.7
NODE_51_length_3994_cov_19.747906_2	KAB8202273.1	27.8	299	194	9	62	342	243	537	4.1e-20	100.9
NODE_51_length_3994_cov_19.747906_2	KAB8216011.1	27.8	299	194	9	62	342	243	537	5.4e-20	100.5
NODE_51_length_3994_cov_19.747906_2	KAE8326811.1	27.4	299	195	8	62	342	243	537	9.2e-20	99.8
NODE_51_length_3994_cov_19.747906_2	KAB8267062.1	27.4	299	195	8	62	342	243	537	9.2e-20	99.8
NODE_51_length_3994_cov_19.747906_2	KAB8252043.1	27.4	299	195	8	62	342	243	537	9.2e-20	99.8
NODE_51_length_3994_cov_19.747906_2	KAE8349415.1	27.3	297	193	8	62	342	231	520	2.0e-19	98.6
NODE_51_length_3994_cov_19.747906_2	XP_024670717.1	26.5	306	204	8	54	342	212	513	3.5e-19	97.8
NODE_51_length_3994_cov_19.747906_2	KAJ6277050.1	27.5	306	201	9	54	342	235	536	6.0e-19	97.1
NODE_51_length_3994_cov_19.747906_2	XP_014073145.1	27.5	306	201	9	54	342	235	536	6.0e-19	97.1
NODE_51_length_3994_cov_19.747906_2	KAF1997978.1	27.1	273	180	6	85	342	387	655	1.7e-18	95.5
NODE_51_length_3994_cov_19.747906_2	KAI9370010.1	28.5	274	175	7	85	342	261	529	1.7e-18	95.5
NODE_51_length_3994_cov_19.747906_2	KAJ0416668.1	30.0	300	182	10	62	342	208	498	1.7e-18	95.5
NODE_51_length_3994_cov_19.747906_2	KAE8160595.1	26.5	294	192	7	62	342	243	525	3.0e-18	94.7
NODE_51_length_3994_cov_19.747906_2	PLN78285.1	25.8	306	206	8	54	342	219	520	1.1e-17	92.8
NODE_51_length_3994_cov_19.747906_2	XP_025554838.1	25.2	294	195	7	62	342	240	521	4.3e-17	90.9
NODE_51_length_3994_cov_19.747906_2	TFJ97276.1	28.9	197	137	3	163	358	1	195	1.2e-14	82.8
NODE_51_length_3994_cov_19.747906_2	KAA6422490.1	27.6	196	131	6	95	284	463	653	1.6e-08	62.4
NODE_51_length_3994_cov_19.747906_2	KAF2223624.1	24.8	258	138	6	92	297	727	980	6.8e-07	57.0
NODE_51_length_3994_cov_19.747906_2	QRW05933.1	26.6	184	110	4	151	324	815	983	2.9e-05	51.6
NODE_56_length_3964_cov_57.189563_2	KAF2849146.1	28.4	197	101	5	23	188	497	684	8.6e-14	79.0
